BARCODE,Vendor SKU,Item,PRICE_AED,Price Usd,Qty,Group,Remarks
85715320117,PETGUES75SL,Guess Seductive EDT W 75 ml,55,13.62,117,Regular,
85715331304,PETGUES75SF,Guess Seductive Flirt W EDT 75 ml,57,14.17,7,Regular,
85715320414,PETGUES100SMB,Guess Seductive Homme Blue EDT M 100 ml,58,14.44,67,Regular,
85715320315,PETGUES100SM,Guess Seductive Homme EDT M 100 ml,57,14.17,17,Regular,
85715331007,PETGUES75SK,Guess Seductive Kiss W EDT 75 ml,57,14.17,41,Regular,
85715320216,PETGUES75SNL,Guess Seductive Noir W EDT 75 ml,54,13.35,120+,Regular,
85715321732,PETGUES100SR,Guess Seductive Red M Edt 100 ml,57,14.17,27,Regular,
85715320100,PETGUES125SL,Guess Seductive W Edt 125ml,65,16.35,54,Regular,
3614273474641,PPRDRK100I,Guy Laroche Drakkar Intense EDP 100 ml,65,16.35,120+,Regular,
3360372017332,PETDRK200,Guy Laroche Drakkar Noir EDT 200 ml,80,20.44,120+,Regular,
3360372009436,PETDRK100,Guy Laroche Drakkar Noir EDT M 100 ml,58,14.44,120+,Regular,
3360372009641,PETFDJ100,Guy Laroche Fidji EDT W 100 ml,83,21.25,4,Regular,
8431754342016,PETHAL100,Halloween Lds 100 ml EDT.,75,19.07,6,Regular,
PEPHAGL75,PEPHAGL75,Havoc Gold Edt 75Ml Spy.,22,4.63,2,Regular,
810103654020,PETHD100ATD,Head Attitude EDT 100ml,41,9.81,120+,Regular,
810103654402,PETHD100BS,Head Bliss Woman  EDT 100ml,41,9.81,120+,Regular,
810103654426,PETHD100ET,Head Elite Woman EDT 100ml,41,9.81,120+,Regular,
810103654013,PETHD100FR,Head Fire EDT 100ml,41,9.81,120+,Regular,
810103654006,PETHD100MN,Head Motion EDT 100ml,41,9.81,120+,Regular,
810103654419,PETHD100SK,Head Spark Woman EDT 100ml,41,9.81,120+,Regular,
3346133500022,PETHR100H24,Hermes H24 M EDT 100 ml,175,46.32,117,Regular,
3346131402205,PPRTHM75,Hermes Terre D Hermes Pure Perfume 75ml,235,62.67,53,Regular,
3346130009603,PETTHM10021,Hermes Terre D'Hermes EDT M 100 ml,210,55.86,120+,Regular,
3346130013457,PETTHM20021,Hermes Terre D'Hermes EDT M 200 ml,310,83.11,3,Regular,
3346130010364,PPRHER85T,Hermes Twilly d'Hermés EDP W 85 ml,265,70.84,40,Regular,
85715266316,PETHC100FWM,Hollister California Freewave M EDT 100 ml,50,12.26,9,Regular,
85715268112,PPRHOL100FNL,Hollister Festival Nite W EDP 100 ml,50,12.26,61,Regular,
85715268013,PPRHOL100FVL,Hollister Festival Vibes for Her EDP W 100 ml,50,12.26,15,Regular,
85715260116,PETHOL100W2M,Hollister Wave 2 For Him EDT M 100 ml,50,12.26,13,Regular,
85715260017,PETHOL100WM,Hollister Wave For Him EDT M 100 ml,50,12.26,22,Regular,
711658461401,PPRHOU100FR,Houbigant Fougere Royale EDP 100ml,235,62.67,34,Regular,
711658481409,PPRHOU100BMT,Houbigant Paris Bois Mystique EDP 100ML,240,64.03,35,Regular,
711658871408,PPRHOU100IDC,Houbigant Paris Iris Des Champs EDP 100ml,235,62.67,57,Regular,
711658851400,PPRHOU100OEF,Houbigant Paris Orangers En Fleurs  EDP 100ml,240,64.03,24,Regular,
711658431503,PPRHOU100OO,Houbigant Paris OUD Or EDP 100ml,265,70.84,24,Regular,
711658881407,PPRHOU100QFJS,Houbigant Paris Quelques Fleurs Jardin Secret EDP 100ml,240,64.03,3,Regular,
711658841401,PPRHOU100QFO,Houbigant Paris Quelques Fleurs L'Original EDP 100ml,240,64.03,12,Regular,
711658411505,PPRHOU100TN,Houbigant Paris Tabac Nomade EDP 100ml,265,70.84,24,Regular,
711658421504,PPRHOU100PS,Houbigant Patchouli Sauvage EDP 100 ml,265,70.84,24,Regular,
737052352060,PETHUG100NM,Hugo Boss Boss No.6 Bottled Night EDT M 100 ml,125,32.7,120+,Regular,
3616301623298,PETBOS100SL,Hugo Boss Boss Selection EDT M 100 ml,85,21.8,120+,Regular,
737052057989,PPRBOS90L,Hugo Boss Boss Woman EDP W 90 ml,100,25.89,45,Regular,
737052766775,PETHUG100BU,Hugo Boss Bottled Unlimited M EDT 100 ml,130,34.06,19,Regular,
737052031415,PETHUG75DB,Hugo Boss Dark Blue EDT M 75 ml,90,23.16,120+,Regular,
737052683553,PPRHUG90DR,Hugo Boss Deep Red EDP W 90 ml,80,20.44,120+,Regular,
737052683522,PPRHUG50DR,Hugo Boss Deep Red W EDP 50 ml,65,16.35,1,Regular,
3616301623373,PETHUG75E,Hugo Boss Energise M EDT 75 ml,70,17.71,120+,Regular,
3616301623380,PPRHUG75EXM,Hugo Boss Extreme Men EDP 75 ml,85,21.8,120+,Regular,
737052987569,PPRHUG75EXL,Hugo Boss Extreme Women EDP 75 ml,90,23.16,120+,Regular,
737052041353,PPRBOS75F,Hugo Boss Femme W EDP 75 ml,110,28.61,69,Regular,
3614229823806,PETHUG125,Hugo Boss Green M EDT 125 ml,112,29.16,51,Regular,
3614229823776,PETHUG200GM,Hugo Boss Green M EDT 200 ml New Pack,150,39.51,120+,Regular,
3616304062490,PETHUG125JE,Hugo Boss Hugo Jeans Man EDT 125 ml,130,34.06,3,Regular,
3616304062483,PETHUG75JE,Hugo Boss Hugo Jeans Man EDT 75ml,95,24.52,25,Regular,
737052130729,PETHUG100XX,Hugo Boss Hugo XX EDT W 100 ml,108,28.07,120+,Regular,
737052130934,PETHUG100XY,Hugo Boss Hugo XY EDT M 100 ml,108,28.07,120+,Regular,
3616301623311,PETBOS100M,Hugo Boss In Motion EDT 100ml,90,23.16,9,Regular,
3614229823875,PETHUGJD125RV,Hugo Boss Just Different Revamp 125 ml,100,25.89,114,Regular,
737052802800,PPRBOS75MV,Hugo Boss Ma Vie Pour Femme EDP W 75 ml,90,23.16,22,Regular,
3614229823790,PETHUG75M,Hugo Boss Man Green EDT 75 ml,85,21.8,120+,Regular,
3616301623335,PET01BS100,Hugo Boss Number One 100ml EDT,85,21.8,74,Regular,
3616301623359,PETBOS100ORNP,Hugo Boss Orange M EDT 100 ml New Pack,85,21.8,87,Regular,
3614225296536,PETHUG125RV,Hugo Boss Reversed EDT 125 ml,91,23.43,120+,Regular,
8005610298924,PPRBOS100TS,Hugo Boss The Scent EDP W 100 ml,150,39.51,120+,Regular,
737052972305,PETBOS100TS,Hugo Boss The Scent EDT M 100 ml,155,40.87,4,Regular,
3614228902106,PETBOS100TPUAM,Hugo Boss The Scent Pure Accord M 100 ml,170,44.96,120+,Regular,
3423478509351,PPRISS100CWI,Issey Miyake Classic Wood&Wood Intense 100,137,35.97,20,Regular,
3423478974654,PETISS100FN,Issey Miyake Fusion d'Issey EDT 100 ml,115,29.97,22,Regular,
3423222010133,PETISS100FI,Issey Miyake Fusion d'Issey Extreme Intense EDT 100 ml,115,29.97,8,Regular,
3423470485448,PETISS200,Issey Miyake L'Eau D'Issey Pour Homme EDT M 200ml,157,41.42,44,Regular,
3423470486018,PETISS125I,Issey Miyake L'Eau D'Issey Pour Homme Intense EDT M 125 ml,95,24.52,120+,Regular,
3423470486025,PETISS75I,Issey Miyake L'Eau D'Issey Pour Homme Intense EDT M 75 ml,77,19.62,120+,Regular,
3423474867158,PETISS100SM,Issey Miyake L'Eau D'Issey Pour Homme Sport EDT M 100 ml,95,24.52,120+,Regular,
3392865071170,PETJCO100B,Jacomo Jacomo de Jacomo EDT M 100 ml,63,15.8,11,Regular,
3562700373145,PETJAG100CB,Jaguar Classic Black EDT M 100 ml,37,8.72,120+,Regular,
7640171190518,PETJAG100CCH,Jaguar Classic Chromite Edt 100ml,42,10.08,120+,Regular,
7640111493723,PETJAG100GL,Jaguar Classic Gold EDT M 100 ml,37,8.72,120+,Regular,
7640111493693,PETJAG100R,Jaguar Classic Red EDT M 100 ml,38,8.99,120+,Regular,
7640111493617,PETJAG100EL,Jaguar Excellence EDT M 100 ml,37,8.72,120+,Regular,
7640111505280,PETJAG100E,Jaguar for Men Evolution EDT M 100 ml,43,10.35,72,Regular,
3562700361005,PETJAG100G,Jaguar Jaguar for Men EDT M 100 ml,36,8.45,120+,Regular,
3562700373084,PETJAG100,Jaguar New Classic Blue EDT M 100 ml,37,8.72,120+,Regular,
7640171193205,PPRJAG100O,Jaguar Oud Men EDP 100ml,41,9.81,120+,Regular,
7640111508892,PETJAG100VS,Jaguar Vision Sport EDT 100 ml,45,10.9,12,Regular,
8435415011341,PETJEA100,Jean Paul Gaultier Classic Women EDT 100 ml,205,54.5,117,Regular,
8435415076838,PPRJPG100D,Jean Paul Gaultier Divine EDP 100ml,290,77.66,103,Regular,
8435415049542,PPRJPG100LBI,Jean Paul Gaultier La Belle Intense EDP 100 ml,280,74.93,1,Regular,
8435415012690,PETJPG200LML,Jean Paul Gaultier Le Male Le Maxi Male EDT 200 ml,275,73.57,59,Regular,
8435415032360,PPRJPG200LMLI,Jean Paul Gaultier Le Male Le Parfum Intense EDP M 200 ml,370,99.46,3,Regular,
8435415070386,PPRJPG80SBN,Jean Paul Gaultier Scandal By Night W EDP 80 ml,315,84.47,120+,Regular,
8435415059077,PPRJPG50SL,Jean Paul Gaultier Scandal EDP W 50 ml,175,46.32,23,Regular,
8435415059060,PPRJPG80SL,Jean Paul Gaultier Scandal EDP W 80 ml,230,61.31,120+,Regular,
8435415055963,PETJPG150SM,Jean Paul Gaultier Scandal EDT M 150 ml,270,72.21,1,Regular,
8435415055956,PETJPG200SM,Jean Paul Gaultier Scandal EDT M 200 ml Refill,255,68.12,82,Regular,REFILL
8435415065191,PPRJPG100SLI,Jean Paul Gaultier Scandal Le Parfum Intense EDP M 100 ml,270,72.21,110,Regular,
8435415050760,PPRJPG80SLI,Jean Paul Gaultier Scandal Le Parfum Intense EDP W 80 ml,275,73.57,12,Regular,
8435415058711,PPRJPG50SOS,Jean Paul Gaultier So Scandal W EDP 50 ml,170,44.96,5,Regular,
8435415058346,PPRJPG80SOS22,Jean Paul Gaultier So Scandal W EDP 80 ml,230,61.31,48,Regular,
5050456080304,PETGLO100,Jennifer Lopez Glow by JLo EDT W 100 ml,67,16.89,36,Regular,
5050456080809,PETJLO100L,Jennifer Lopez Live EDP W 100 ml,60,14.99,13,Regular,
5050456080601,PPRST100L,Jennifer Lopez Still EDP W 100 ml,85,21.8,120+,Regular,
3386460066273,PPRJIM100BL,Jimmy Choo Blossom EDP W 100 ml,115,29.97,83,Regular,
3386460097321,PPRJIM100CF,Jimmy Choo Fever EDP W 100 ml,120,31.34,62,Regular,
3386460048118,PPRJIMC100F,Jimmy Choo Flash w Edp 100ml,120,31.34,120+,Regular,
3386460025478,PPRJIM100C,Jimmy Choo for Women EDP W 100 ml,120,31.34,27,Regular,
3386460071727,PPRJCL100,Jimmy Choo Illicit EDP W 100 ml,113,29.43,120+,Regular,
3386460075343,PETJIM100IF,Jimmy Choo Illicit Flower EDT 100 ml,105,27.25,120+,Regular,
3386460129824,PETJIMC100AQ,Jimmy Choo Man Aqua EDT 100 ml,130,34.06,2,Regular,
3386460067508,PETJIMC100B,Jimmy Choo Man Blue EDT M 100 ml,103,26.7,26,Regular,
3386460082174,PETJIM100I,Jimmy Choo Man Ice EDT M 100 ml,105,27.25,76,Regular,
3386460064118,PETJIM100CM,Jimmy Choo Men EDT 100 ml,102,26.43,50,Regular,
3386460127066,PPRJIM100UHGE,Jimmy Choo Urban Hero Gold Edition M EDP 100 ml,125,32.7,5,Regular,
3386460109369,PPRJIM100UH,Jimmy Choo Urban Hero M EDP 100 ml,112,29.16,120+,Regular,
690251026104,PECJOM100BBB,Jo Malone Blackberry&Bay Cologne 100ml,390,104.9,9,Regular,
690251063284,PECJM100HC,Jo Malone HoneySuckle & Davana Cologne 100Ml,350,94.01,20,Regular,
690251000043,PECJM100LBMC,JO MALONE -LIME BASIL MANDARIN COLOGNE,315,84.47,9,Regular,
690251006496,PECJOM100OBM,Jo Malone Orange Blossom Cologne 100ml,345,92.64,17,Regular,
690251009459,PECJOM100PGN,Jo Malone Pomegranate Noir Cologne 100ml,340,91.28,7,Regular,
690251082780,PECJOM100PBC,Jo Malone Poppy&Barley Cologne 100ml,335,89.92,9,Regular,
690251033713,PECJM100WSSS,Jo Malone Wood Sage & Sea Salt Cologne 100ml,330,88.56,3,Regular,
690251057016,PECJM100EOHZC,JO MALONE-ENGLISH Oak HAZELNUT COLOGNE,345,92.64,10,Regular,
8011889625026,PETJR100BM,John Richmond Black Metal Man  EDT 100ml,85,21.8,23,Regular,
8011889623022,PPRJR100BML,John Richmond Black Metal W EDP 100ml,90,23.16,24,Regular,
873824001184,PETJV125A,John Varvatos Artisan 125 ml Men EDT Spra,89,22.89,1,Regular,
719346629379,PETJV125ABLU,John Varvatos Artisan Blue M EDT 125 ml,83,21.25,120+,Regular,
719346646550,PETJV125PU,John Varvatos Artisan Pure EDT M 125 ml,90,23.16,1,Regular,
873824001016,PETJV125C,John Varvatos John Varvatos EDT M 125 ml,87,22.34,113,Regular,
873824001108,PETJV125V,John Varvatos Vintage EDT M 125 ml,87,22.34,120+,Regular,
3607345809915,PETJOP200,Joop Homme EDT 200 ml,105,27.25,7,Regular,
3616303040505,PPRJOP75LP,Joop Homme Le Parfum 75ml,65,16.35,120+,Regular,
3414206000608,PETJOP125,Joop M EDT 125 ml,90,23.16,10,Regular,
35017009029,PUPJM90,Jovan Musk For Men 88Ml.EDC,22,4.63,21,Regular,
35017009944,PUPJML60,Jovan Musk For Women 59ml/60ml.,21,4.36,120+,Regular,
3614224332808,PUPJMP88M,Jovan Platinum Musk 88Ml Men Spray,23,4.9,120+,Regular,
35017008145,PUPJWM89M,Jovan White Musk For Men.88 Ml.,22,4.63,30,Regular,
719346128070,PPRJCC100,Juicy Couture Couture 100ml EDP,95,24.52,32,Regular,
98691045448,PETJC100DE,Juicy Couture Dirty English M EDT 100 ml,90,23.16,1,Regular,
719346261548,PPRJC100AM,Juicy Couture Glistening Amber EDP 100 ml,110,28.61,64,Regular,
98691036491,PPRJC100,Juicy Couture Juicy Couture EDP W 100 ml,90,23.16,65,Regular,
719346232890,PPRJC100OUI,Juicy Couture Juicy Couture Oui EDP W 100 ml,95,24.52,120+,Regular,
719346261531,PPRJC100MW,Juicy Couture Majestic Woods EDP W 100 ml,110,28.61,120+,Regular,
98691047718,PPRVLJ100,Juicy Couture Viva La Juicy EDP W 100 ml,100,25.89,120+,Regular,
719346186551,PPRVLJ100GC,Juicy Couture Viva La Juicy Gold Couture EDP W 100 ml,100,25.89,120+,Regular,
719346167062,PPRVLJ100N,Juicy Couture Viva La Juicy Noir EDP W 100 ml,100,25.89,76,Regular,
719346260053,PPRVLJ100PP,Juicy Couture Viva La Juicy Petals Please EDP W 100 ml,100,25.89,120+,Regular,
719346628365,PPRVLJ100R,Juicy Couture Viva La Juicy Rose EDP W 100 ml,100,25.89,120+,Regular,
3770000002713,PPRJHAG100MC,Juliet Has A Gun Miss Charming 100 ml EDP,165,43.6,27,Regular,
3770000002904,PPRJUL100HAGAW,Juliette Has A Gun Anyway EDP 100ml,165,43.6,34,Regular,
3770000002546,PPRJHAG100GW,Juliette Has a Gun Gentlewoman EDP U 100 ml,165,43.6,36,Regular,
3760022731326,PPRJUL75ITMO,Juliette Has A Gun In The Mood For Oud EDP 75ml,290,77.66,5,Regular,
3770000002508,PPRJUL75MD,Juliette Has A Gun Moon Dance EDP 75ml,290,77.66,4,Regular,
3760022730664,PPRJUL100MSM,Juliette Has A Gun Moscow Mule EDP 100ml,170,44.96,3,Regular,
3760022731814,PPRJUL100MIB,Juliette Has A Gun Musc Invisible EDP 100ml,170,44.96,1,Regular,
3770000002775,PPRJHAG100NAP,Juliette Has a Gun Not A Perfume EDP 100 ml,180,47.68,111,Regular,
3770000002843,PPRJHAG100ROM,Juliette Has a Gun Romantina 100 ml EDP,165,43.6,22,Regular,
3770000002683,PPRJHAG100VG,Juliette Has a Gun Vengeance EDP 100 ml,175,46.32,18,Regular,
3386460124867,PETKAR100BDA,Karl Lagerfeld Bois D'Ambre EDT 100ml,62,15.53,120+,Regular,
3386460101837,PETKL100BY,Karl Lagerfeld Bois De Yuzu EDT 100 ml,60,14.99,120+,Regular,
3386460131346,PETKL100CG,Karl Lagerfeld Classic Grey (M) EDT 100 ml,80,20.44,1,Regular,
3386460101851,PPRKL100FM,Karl Lagerfeld Fleur De Murier EDP 100 ml,62,15.53,120+,Regular,
3386460115551,PETKL100MS,Karl Lagerfeld Mercer Street EDT M 100 ml,60,14.99,120+,Regular,
3386460115544,PPRKL100SG,Karl Lagerfeld Saint Guillaume F EDP 100,60,14.99,86,Regular,
608940553893,PETKC100BM,Kenneth Cole Black EDT M 100 ml,73,18.53,120+,Regular,
608940580929,PETKC100CPB,Kenneth Cole Copper Black M EDT 100 ml,90,23.16,1,Regular,
608940577615,PETKC100E,Kenneth Cole Energy EDT 100 ml,65,16.35,5,Regular,
608940554036,PETKCTS100,Kenneth Cole Reaction T-Shirt EDT M 100 ml,45,10.9,1,Regular,
608940577608,PETKC100SER,Kenneth Cole Serinity EDT 100 ml,65,16.35,47,Regular,
3274872454477,PPRKNZ75FI,Kenzo Flower By Ikebana EDP 75ml,160,42.23,120+,Regular,
3274872406216,PPRKNZ100FPB,Kenzo Flower By Poppy Bouquet EDP 100ml,150,39.51,120+,Regular,
3274872441798,PPRKNZ100LA,Kenzo Flower L' Absolue EDP 100 ml,160,42.23,120+,Regular,
3274872427204,PPRKNF100LR,Kenzo Flower W EDP 100 ml Refillable,153,40.33,97,Regular,
3274872289994,PPRKNJ100L,Kenzo Jungle w Edp 100Ml,153,40.33,33,Regular,
3274872444584,PETKNL100M,Kenzo L'Eau Kenzo Pour Homme EDT M 100 ml,110,28.61,48,Regular,
3274872423336,PETKNZ110,Kenzo Pour Homme EDT 110 ml,115,29.97,5,Regular,
3700550226550,PPRKIL50AB,Kilian Apple Brandy On The Rocks EDP 50ml,505,136.24,9,Regular,
3700550218173,PPRKIL50BBH,Kilian Bamboo Harmony EDP 50ml,535,144.41,5,Regular,
3700550218296,PPRKIL50GK,Kilian Gold Knight EDP 50ml,515,138.96,6,Regular,
3700550218203,PPRKIL50BGGBE,Kilian Good Girl Gone Bad Extreme EDP 50ml,655,177.11,12,Regular,
3700550226574,PPRKIL50LHV,Kilian L'Heure Verte EDP 50ml,475,128.07,3,Regular,
3700550218340,PPRKIL50MO,Kilian Musk Oud EDP 50ml,705,190.74,6,Regular,
3700550216131,PPRKIL50ROI,Kilian Roses On Ice EDP 50ml,475,128.07,7,Regular,
3700550218159,PPRKIL50VR,Kilian Vodka On The Rocks EDP 50ml,555,149.86,2,Regular,
3616302931897,PETLCO125B,Lacoste Booster EDT M 125 ml,110,28.61,87,Regular,
737052662664,PETLCO100EDNI,Lacoste Eau de Lacoste L.12.12. Noir Intense EDT M 100 ml,113,29.43,17,Regular,
737052413174,PETLCO100W,Lacoste L.12.12 White EDT 100 ml,125,32.7,1,Regular,
737052949215,PPRLCO90F,Lacoste Pour Femme EDP 90 ml.,170,44.96,38,Regular,
737052896045,PETLCO175W,Lacoste White M EDT 175 ml,165,43.6,27,Regular,
7640111501466,PPRLLQ100A,Lalique Amethyst Eclat EDP W 100 ml,72,18.26,38,Regular,
3454960023284,PETLEN100A,Lalique Amethyst EDP W 100 ml,69,17.44,120+,Regular,
7640171199481,PPRLLQA100EXQ,Lalique Amethyst Exquise EDP W 100 ml,73,18.53,24,Regular,
3454960014664,PPRLLQ100DL,Lalique De Lalique W EDP 100 ml.,85,21.8,120+,Regular,
7640111502791,PPRLEN100LE,Lalique Encre Noire A L'Extreme EDP M 100 ml,72,18.26,120+,Regular,
3454960022522,PETLEN100,Lalique Encre Noire for Men EDT M 100 ml,64,16.08,120+,Regular,
7640111500902,PETLEN100S,Lalique Encre Noire Sport EDT M 100 ml,69,17.44,120+,Regular,
7640111499060,PPRLLQ100LA,Lalique L'Amour EDP W 100 ml,85,21.8,120+,Regular,
3454960020917,PPRLLQ100,Lalique Le Parfume W EDP 100 ml,72,18.26,120+,Regular,
7640111502951,PPRLLQ100CS,Lalique Les Compositions Chypre Silver Edp 100ml,190,50.41,1,Regular,
7640171191461,PPRLLQ100EP,Lalique Les Compositions Electric Purple Edp 100ml,170,44.96,17,Regular,
7640111503668,PPRLLQ100FB,Lalique Les Compositions Floral Bronze Edp 100ml,130,34.06,35,Regular,
7640111503651,PPRLLQ100SE,Lalique Les Compositions Spicy Electrum Edp 100ml,130,34.06,85,Regular,
7640171199153,PPRLLQ100ON,Lalique Ombre Noire M EDP 100 ml,110,28.61,4,Regular,
3454960007468,PPRLLQ125L,Lalique Pour Homme Lion EDP M 125 ml,72,18.26,120+,Regular,
7640111498544,PPRLLQ100STN,Lalique Satine EDP W 100 ml,80,20.44,120+,Regular,
3454960024021,PETLIL125W,Lalique White EDT M 125 ml,68,17.17,120+,Regular,
3147758235500,PPRHYP75,Lancome Hypnose EDP W 75 ml,240,64.03,18,Regular,
3614273476164,PPRLAN100IA,Lancome Idole Aura W EDP 100 ml,250,66.76,94,Regular,
3614273069175,PPRLID100LG,Lancome Idole Le Grand Parfum EDP 100 ml,265,70.84,20,Regular,
3614273203487,PPRLID75LI,Lancome Idole L'Intense EDP 75 ml,260,69.48,5,Regular,
3614273749558,PPRLAN100NT,Lancome Idole Nectar EDP 100ml,250,66.76,79,Regular,
3614273357197,PPRLVEB100SCD,Lancome La Vie Est Belle Soleil Cristal EDP W 100 ml ***,255,68.12,7,Regular,
3614273747806,PPRLMMETUR100W,Lancome Maison Mille Et Une Roses W EDP 100ml,315,84.47,20,Regular,
3147758029383,PPRLM100,Lancome Miracle EDP W 100 ml,215,57.22,120+,Regular,
3147758155112,PPRPOE100,Lancome Poeme EDP W 100 ml,290,77.66,53,Regular,
3147758034929,PPRTR100,Lancome Tresor EDP 100 ml,245,65.4,120+,Regular,
3605532423265,PPRTR75MNR,Lancome Tresor Midnight Rose EDP W 75 ml,265,70.84,9,Regular,
3386460062718,PETLNV100EA,Lanvin Eclat D'Arpege Pour Homme EDT M 100 ml,75,19.07,18,Regular,
3386461515671,PPRLED100,Lanvin Eclat D'Arpege W EDP 100 ml,98,25.34,120+,Regular,
3386461515732,PETLNV,Lanvin Homme Men EDT 100 ml,60,14.99,14,Regular,
3386460060073,PETLNV100S,Lanvin L'Homme Sport EDT M 100 ml,64,16.08,6,Regular,
3386460023337,PPRMME75,Lanvin Marry Me! EDP W 75 ml,79,20.16,84,Regular,
3139093035228,PPROXY100,Lanvin Oxygene Homme EDT M 100 ml,57,14.17,61,Regular,
6291106063998,PFPLT100/24CPG,Lattafa 24 Carat Pure Gold EDP 100ml,41,9.81,16,Regular,
6291108732489,PFPLAT60AJW,Lattafa Ajwad EDP 60ml,52,12.81,54,Regular,
6291106063707,PFPLT100AAO,Lattafa Ameer Al Oud Edp 100 Ml,32,7.36,120+,Regular,
6291107458571,PFPLTAAOI100,Lattafa Ameer Al Oudh Intense Oudh Edp 100 ML,38,8.99,120+,Regular,
6291106066890,PFPLT60AA,Lattafa Ana Abiyedh Edp 60 Ml,36,8.45,120+,Regular,
6291107454412,PFPLT60AAR,Lattafa Ana Abiyedh Rouge Edp 60 Ml,38,8.99,52,Regular,
6291108735411,PFPLAT100AD,Lattafa Asad EDP 100ml,55,13.62,120+,Regular,
6290360598666,PFPLAT100ADZ,Lattafa Asad Zanzibar EDP 100ml,55,13.62,120+,Regular,
6291107453675,PFPLT100AWAO,Lattafa Awraq Al Oud Edp 100 Ml,33,7.63,86,Regular,
6291107458328,PFPLT100BAOG,Lattafa Badee Al Oud Glory Edp 100 Ml,60,14.99,120+,Regular,
6290360593142,PFPLT100BAOSL,Lattafa Badee Al Oud Sublime Edp 100 Ml,60,14.99,20,Regular,
6291107450452,PFPLT100BLO,Lattafa Blue Oud Edp 100ml,37,8.72,115,Regular,
6291106069020,PFPLT100E,Lattafa Ejaazi Edp 100 Ml,33,7.63,120+,Regular,
6291108734032,PFPLT100EIS,Lattafa Ejaazi Intensive Silver EDP 100ml,32,7.36,86,Regular,
6291108738498,PFPLT100EM,Lattafa Emaan  Edp 100ml,62,15.53,80,Regular,
6291107456058,PFPLT100FKM,Lattafa Fakhar Pride Of Lattafa Man Edp 100 Ml,50,12.26,120+,Regular,
6291107457895,PFPLT100HGE,Lattafa Hayaati Gold Elixir EDP 100ml,33,7.63,90,Regular,
6290360594231,PPRLAT100H,Lattafa Hayaatim EDP 100ml,36,8.45,120+,Regular,
6291107452777,PFPLT100BD,Lattafa Khalta Blend Of Lattafa EDE 100ml,47,11.44,17,Regular,
6291108737194,PFPLAT100KR,Lattafa Khamrah EDP 100ml,80,20.44,120+,Regular,
6290360593661,PFPLAT100KQ,Lattafa Khamrah Qahwa EDP 100ml,80,20.44,120+,Regular,
6291107450780,PFPLT100KHA,Lattafa Khashabi Edp 100ml,39,9.26,120+,Regular,
6291107451527,PFPLT100LM,Lattafa Lail Maleki Edp 100 Ml,32,7.36,120+,Regular,
6290360591520,PFPLT100LBS,Lattafa Liam Blue Shine  Edp 100ml,52,12.81,120+,Regular,
6291107456744,PFPLT100M,Lattafa Maahir Edp 100 Ml,60,14.99,120+,Regular,
6290360590189,PFPLAT100ML,Lattafa Maahir Legacy 100ml,62,15.53,3,Regular,
6291106063684,PFPLT100MAHC,Lattafa Mahasin Crystal Edp 100ml,32,7.36,113,Regular,
6291106063691,PFPLT100MCV,Lattafa Mahasin Crystal Violet Edp 100 Ml With Deo Spy.,33,7.63,120+,Regular,
6291107456188,PFPLT80MAR,Lattafa Musk Al Aroos Edp 80ml,39,9.26,1,Regular,
6291106063233,PFPLT100N,Lattafa Najdia Edp 100 Ml + 50Ml Deo Spy.,32,7.36,120+,Regular,
6291107450445,PFPLT100OMUS,Lattafa Opulent Musk Edp 100ml,37,8.72,120+,Regular,
6291107450438,PFPLT100OO,Lattafa Opulent Oud Edp 100 Ml,36,8.45,120+,Regular,
6291108737095,PFPLT100OR,Lattafa Opulent Red Edp 100 Ml,37,8.72,22,Regular,
6291106065114,PFPLT100OM,Lattafa Oud Mood Edp 100 Ml,40,9.54,120+,Regular,
6291106068177,PFPLT100OME,Lattafa Oud Mood Elixir Edp 100 Ml,40,9.54,120+,Regular,
6291106068184,PFPLT100OMR,Lattafa Oud Mood Reminiscence Edp 100 Ml,40,9.54,73,Regular,
6291106066159,PFPLT100ON,Lattafa Oud Najdia Edp 100 Ml,33,7.63,120+,Regular,
,PFPLAT20AQG,Lattafa Pride Al Qiam Gold 20 ml,10,1.36,20,Regular,
PFPLAT20EO,PFPLAT20EO,Lattafa Pride Eternal Oud 20 ml,10,1.36,120+,Regular,
6291108738115,PFPLAT100ETO,Lattafa Pride Eternal Oud EDP 100ml,75,19.07,120+,Regular,
PFPLAT20NB,PFPLAT20NB,Lattafa Pride Nebras 20 ml,10,1.36,19,Regular,
6291108738016,PFPLAT100SHG,Lattafa Pride Shaheen Gold EDP 100ml,65,16.35,8,Regular,
6426185651068,PFPLT100PO,Lattafa Pure Oudi Edp 100 Ml + 50 Ml Deo Spy.,32,7.36,120+,Regular,
6291107450414,PFPLT100Q,Lattafa Qaaed Edp 100 Ml,47,11.44,33,Regular,
6291107455365,PFPLT90QAF,Lattafa Qaed Al Fursan Edp 90 Ml,33,7.63,1,Regular,
6291108739020,PFPLT90QAFUL,Lattafa Qaed Al Fursan Unlimited  Edp 90 Ml,33,7.63,120+,Regular,
6291107450605,PFPLT100QIW,Lattafa Qimmah For Women 100 ML,36,8.45,120+,Regular,
6291107450582,PFPLT100QIM,Lattafa Qimmeh For Men Edp 100ml,33,7.63,1,Regular,
6291107456065,PFPLT100RGL,Lattafa Raed Gold Luxe Edp 100 Ml,50,12.26,36,Regular,
